,AAPL,MSFT,GOOGL,AMZN,TSLA,META,NVDA,CRM,ORCL,ADBE,INTC,AMD,JPM,BAC,WFC,GS,MS,C,BRK-B,AXP
2020-01-01,0.05643425792267527,0.018265264213391256,0.06820298919869015,0.018265264213391256,0.05473912954227352,0.0812286934748781,0.018265264213391256,0.1112522151128631,0.018265264213391256,0.11209317959664104,0.037237342533940135,0.018265264213391256,0.018265264213391256,0.18265264213391255,0.018265264213391256,0.018265264213391256,0.025805410512593146,0.05845254719013429,0.04751421486087726,0.018265264213391256
2020-01-02,0.05643425792267527,0.018265264213391256,0.06820298919869015,0.018265264213391256,0.05473912954227352,0.0812286934748781,0.018265264213391256,0.1112522151128631,0.018265264213391256,0.11209317959664104,0.037237342533940135,0.018265264213391256,0.018265264213391256,0.18265264213391255,0.018265264213391256,0.018265264213391256,0.025805410512593146,0.05845254719013429,0.04751421486087726,0.018265264213391256
2020-01-03,0.05643425792267527,0.018265264213391256,0.06820298919869015,0.018265264213391256,0.05473912954227352,0.0812286934748781,0.018265264213391256,0.1112522151128631,0.018265264213391256,0.11209317959664104,0.037237342533940135,0.018265264213391256,0.018265264213391256,0.18265264213391255,0.018265264213391256,0.018265264213391256,0.025805410512593146,0.05845254719013429,0.04751421486087726,0.018265264213391256
2020-01-04,0.05643425792267527,0.018265264213391256,0.06820298919869015,0.018265264213391256,0.05473912954227352,0.0812286934748781,0.018265264213391256,0.1112522151128631,0.018265264213391256,0.11209317959664104,0.037237342533940135,0.018265264213391256,0.018265264213391256,0.18265264213391255,0.018265264213391256,0.018265264213391256,0.025805410512593146,0.05845254719013429,0.04751421486087726,0.018265264213391256
2020-01-05,0.05643425792267527,0.018265264213391256,0.06820298919869015,0.018265264213391256,0.05473912954227352,0.0812286934748781,0.018265264213391256,0.1112522151128631,0.018265264213391256,0.11209317959664104,0.037237342533940135,0.018265264213391256,0.018265264213391256,0.18265264213391255,0.018265264213391256,0.018265264213391256,0.025805410512593146,0.05845254719013429,0.04751421486087726,0.018265264213391256
2020-01-06,0.05643425792267527,0.018265264213391256,0.06820298919869015,0.018265264213391256,0.05473912954227352,0.0812286934748781,0.018265264213391256,0.1112522151128631,0.018265264213391256,0.11209317959664104,0.037237342533940135,0.018265264213391256,0.018265264213391256,0.18265264213391255,0.018265264213391256,0.018265264213391256,0.025805410512593146,0.05845254719013429,0.04751421486087726,0.018265264213391256
2020-01-07,0.05643425792267527,0.018265264213391256,0.06820298919869015,0.018265264213391256,0.05473912954227352,0.0812286934748781,0.018265264213391256,0.1112522151128631,0.018265264213391256,0.11209317959664104,0.037237342533940135,0.018265264213391256,0.018265264213391256,0.18265264213391255,0.018265264213391256,0.018265264213391256,0.025805410512593146,0.05845254719013429,0.04751421486087726,0.018265264213391256
2020-01-08,0.05643425792267527,0.018265264213391256,0.06820298919869015,0.018265264213391256,0.05473912954227352,0.0812286934748781,0.018265264213391256,0.1112522151128631,0.018265264213391256,0.11209317959664104,0.037237342533940135,0.018265264213391256,0.018265264213391256,0.18265264213391255,0.018265264213391256,0.018265264213391256,0.025805410512593146,0.05845254719013429,0.04751421486087726,0.018265264213391256
2020-01-09,0.05643425792267527,0.018265264213391256,0.06820298919869015,0.018265264213391256,0.05473912954227352,0.0812286934748781,0.018265264213391256,0.1112522151128631,0.018265264213391256,0.11209317959664104,0.037237342533940135,0.018265264213391256,0.018265264213391256,0.18265264213391255,0.018265264213391256,0.018265264213391256,0.025805410512593146,0.05845254719013429,0.04751421486087726,0.018265264213391256
2020-01-10,0.05643425792267527,0.018265264213391256,0.06820298919869015,0.018265264213391256,0.05473912954227352,0.0812286934748781,0.018265264213391256,0.1112522151128631,0.018265264213391256,0.11209317959664104,0.037237342533940135,0.018265264213391256,0.018265264213391256,0.18265264213391255,0.018265264213391256,0.018265264213391256,0.025805410512593146,0.05845254719013429,0.04751421486087726,0.018265264213391256
2020-01-11,0.05643425792267527,0.018265264213391256,0.06820298919869015,0.018265264213391256,0.05473912954227352,0.0812286934748781,0.018265264213391256,0.1112522151128631,0.018265264213391256,0.11209317959664104,0.037237342533940135,0.018265264213391256,0.018265264213391256,0.18265264213391255,0.018265264213391256,0.018265264213391256,0.025805410512593146,0.05845254719013429,0.04751421486087726,0.018265264213391256
2020-01-12,0.05643425792267527,0.018265264213391256,0.06820298919869015,0.018265264213391256,0.05473912954227352,0.0812286934748781,0.018265264213391256,0.1112522151128631,0.018265264213391256,0.11209317959664104,0.037237342533940135,0.018265264213391256,0.018265264213391256,0.18265264213391255,0.018265264213391256,0.018265264213391256,0.025805410512593146,0.05845254719013429,0.04751421486087726,0.018265264213391256
2020-01-13,0.05643425792267527,0.018265264213391256,0.06820298919869015,0.018265264213391256,0.05473912954227352,0.0812286934748781,0.018265264213391256,0.1112522151128631,0.018265264213391256,0.11209317959664104,0.037237342533940135,0.018265264213391256,0.018265264213391256,0.18265264213391255,0.018265264213391256,0.018265264213391256,0.025805410512593146,0.05845254719013429,0.04751421486087726,0.018265264213391256
2020-01-14,0.05643425792267527,0.018265264213391256,0.06820298919869015,0.018265264213391256,0.05473912954227352,0.0812286934748781,0.018265264213391256,0.1112522151128631,0.018265264213391256,0.11209317959664104,0.037237342533940135,0.018265264213391256,0.018265264213391256,0.18265264213391255,0.018265264213391256,0.018265264213391256,0.025805410512593146,0.05845254719013429,0.04751421486087726,0.018265264213391256
2020-01-15,0.05643425792267527,0.018265264213391256,0.06820298919869015,0.018265264213391256,0.05473912954227352,0.0812286934748781,0.018265264213391256,0.1112522151128631,0.018265264213391256,0.11209317959664104,0.037237342533940135,0.018265264213391256,0.018265264213391256,0.18265264213391255,0.018265264213391256,0.018265264213391256,0.025805410512593146,0.05845254719013429,0.04751421486087726,0.018265264213391256
2020-01-16,0.05643425792267527,0.018265264213391256,0.06820298919869015,0.018265264213391256,0.05473912954227352,0.0812286934748781,0.018265264213391256,0.1112522151128631,0.018265264213391256,0.11209317959664104,0.037237342533940135,0.018265264213391256,0.018265264213391256,0.18265264213391255,0.018265264213391256,0.018265264213391256,0.025805410512593146,0.05845254719013429,0.04751421486087726,0.018265264213391256
2020-01-17,0.05643425792267527,0.018265264213391256,0.06820298919869015,0.018265264213391256,0.05473912954227352,0.0812286934748781,0.018265264213391256,0.1112522151128631,0.018265264213391256,0.11209317959664104,0.037237342533940135,0.018265264213391256,0.018265264213391256,0.18265264213391255,0.018265264213391256,0.018265264213391256,0.025805410512593146,0.05845254719013429,0.04751421486087726,0.018265264213391256
2020-01-18,0.05643425792267527,0.018265264213391256,0.06820298919869015,0.018265264213391256,0.05473912954227352,0.0812286934748781,0.018265264213391256,0.1112522151128631,0.018265264213391256,0.11209317959664104,0.037237342533940135,0.018265264213391256,0.018265264213391256,0.18265264213391255,0.018265264213391256,0.018265264213391256,0.025805410512593146,0.05845254719013429,0.04751421486087726,0.018265264213391256
2020-01-19,0.05643425792267527,0.018265264213391256,0.06820298919869015,0.018265264213391256,0.05473912954227352,0.0812286934748781,0.018265264213391256,0.1112522151128631,0.018265264213391256,0.11209317959664104,0.037237342533940135,0.018265264213391256,0.018265264213391256,0.18265264213391255,0.018265264213391256,0.018265264213391256,0.025805410512593146,0.05845254719013429,0.04751421486087726,0.018265264213391256
2020-01-20,0.05643425792267527,0.018265264213391256,0.06820298919869015,0.018265264213391256,0.05473912954227352,0.0812286934748781,0.018265264213391256,0.1112522151128631,0.018265264213391256,0.11209317959664104,0.037237342533940135,0.018265264213391256,0.018265264213391256,0.18265264213391255,0.018265264213391256,0.018265264213391256,0.025805410512593146,0.05845254719013429,0.04751421486087726,0.018265264213391256
2020-01-21,0.05643425792267527,0.018265264213391256,0.06820298919869015,0.018265264213391256,0.05473912954227352,0.0812286934748781,0.018265264213391256,0.1112522151128631,0.018265264213391256,0.11209317959664104,0.037237342533940135,0.018265264213391256,0.018265264213391256,0.18265264213391255,0.018265264213391256,0.018265264213391256,0.025805410512593146,0.05845254719013429,0.04751421486087726,0.018265264213391256
2020-01-22,0.05643425792267527,0.018265264213391256,0.06820298919869015,0.018265264213391256,0.05473912954227352,0.0812286934748781,0.018265264213391256,0.1112522151128631,0.018265264213391256,0.11209317959664104,0.037237342533940135,0.018265264213391256,0.018265264213391256,0.18265264213391255,0.018265264213391256,0.018265264213391256,0.025805410512593146,0.05845254719013429,0.04751421486087726,0.018265264213391256
2020-01-23,0.05643425792267527,0.018265264213391256,0.06820298919869015,0.018265264213391256,0.05473912954227352,0.0812286934748781,0.018265264213391256,0.1112522151128631,0.018265264213391256,0.11209317959664104,0.037237342533940135,0.018265264213391256,0.018265264213391256,0.18265264213391255,0.018265264213391256,0.018265264213391256,0.025805410512593146,0.05845254719013429,0.04751421486087726,0.018265264213391256
2020-01-24,0.05643425792267527,0.018265264213391256,0.06820298919869015,0.018265264213391256,0.05473912954227352,0.0812286934748781,0.018265264213391256,0.1112522151128631,0.018265264213391256,0.11209317959664104,0.037237342533940135,0.018265264213391256,0.018265264213391256,0.18265264213391255,0.018265264213391256,0.018265264213391256,0.025805410512593146,0.05845254719013429,0.04751421486087726,0.018265264213391256
2020-01-25,0.05643425792267527,0.018265264213391256,0.06820298919869015,0.018265264213391256,0.05473912954227352,0.0812286934748781,0.018265264213391256,0.1112522151128631,0.018265264213391256,0.11209317959664104,0.037237342533940135,0.018265264213391256,0.018265264213391256,0.18265264213391255,0.018265264213391256,0.018265264213391256,0.025805410512593146,0.05845254719013429,0.04751421486087726,0.018265264213391256
2020-01-26,0.05643425792267527,0.018265264213391256,0.06820298919869015,0.018265264213391256,0.05473912954227352,0.0812286934748781,0.018265264213391256,0.1112522151128631,0.018265264213391256,0.11209317959664104,0.037237342533940135,0.018265264213391256,0.018265264213391256,0.18265264213391255,0.018265264213391256,0.018265264213391256,0.025805410512593146,0.05845254719013429,0.04751421486087726,0.018265264213391256
2020-01-27,0.05643425792267527,0.018265264213391256,0.06820298919869015,0.018265264213391256,0.05473912954227352,0.0812286934748781,0.018265264213391256,0.1112522151128631,0.018265264213391256,0.11209317959664104,0.037237342533940135,0.018265264213391256,0.018265264213391256,0.18265264213391255,0.018265264213391256,0.018265264213391256,0.025805410512593146,0.05845254719013429,0.04751421486087726,0.018265264213391256
2020-01-28,0.05643425792267527,0.018265264213391256,0.06820298919869015,0.018265264213391256,0.05473912954227352,0.0812286934748781,0.018265264213391256,0.1112522151128631,0.018265264213391256,0.11209317959664104,0.037237342533940135,0.018265264213391256,0.018265264213391256,0.18265264213391255,0.018265264213391256,0.018265264213391256,0.025805410512593146,0.05845254719013429,0.04751421486087726,0.018265264213391256
2020-01-29,0.05643425792267527,0.018265264213391256,0.06820298919869015,0.018265264213391256,0.05473912954227352,0.0812286934748781,0.018265264213391256,0.1112522151128631,0.018265264213391256,0.11209317959664104,0.037237342533940135,0.018265264213391256,0.018265264213391256,0.18265264213391255,0.018265264213391256,0.018265264213391256,0.025805410512593146,0.05845254719013429,0.04751421486087726,0.018265264213391256
2020-01-30,0.05643425792267527,0.018265264213391256,0.06820298919869015,0.018265264213391256,0.05473912954227352,0.0812286934748781,0.018265264213391256,0.1112522151128631,0.018265264213391256,0.11209317959664104,0.037237342533940135,0.018265264213391256,0.018265264213391256,0.18265264213391255,0.018265264213391256,0.018265264213391256,0.025805410512593146,0.05845254719013429,0.04751421486087726,0.018265264213391256
2020-01-31,0.05643425792267527,0.018265264213391256,0.06820298919869015,0.018265264213391256,0.05473912954227352,0.0812286934748781,0.018265264213391256,0.1112522151128631,0.018265264213391256,0.11209317959664104,0.037237342533940135,0.018265264213391256,0.018265264213391256,0.18265264213391255,0.018265264213391256,0.018265264213391256,0.025805410512593146,0.05845254719013429,0.04751421486087726,0.018265264213391256
2020-02-01,0.05643425792267527,0.018265264213391256,0.06820298919869015,0.018265264213391256,0.05473912954227352,0.0812286934748781,0.018265264213391256,0.1112522151128631,0.018265264213391256,0.11209317959664104,0.037237342533940135,0.018265264213391256,0.018265264213391256,0.18265264213391255,0.018265264213391256,0.018265264213391256,0.025805410512593146,0.05845254719013429,0.04751421486087726,0.018265264213391256
2020-02-02,0.05643425792267527,0.018265264213391256,0.06820298919869015,0.018265264213391256,0.05473912954227352,0.0812286934748781,0.018265264213391256,0.1112522151128631,0.018265264213391256,0.11209317959664104,0.037237342533940135,0.018265264213391256,0.018265264213391256,0.18265264213391255,0.018265264213391256,0.018265264213391256,0.025805410512593146,0.05845254719013429,0.04751421486087726,0.018265264213391256
2020-02-03,0.05643425792267527,0.018265264213391256,0.06820298919869015,0.018265264213391256,0.05473912954227352,0.0812286934748781,0.018265264213391256,0.1112522151128631,0.018265264213391256,0.11209317959664104,0.037237342533940135,0.018265264213391256,0.018265264213391256,0.18265264213391255,0.018265264213391256,0.018265264213391256,0.025805410512593146,0.05845254719013429,0.04751421486087726,0.018265264213391256
2020-02-04,0.05643425792267527,0.018265264213391256,0.06820298919869015,0.018265264213391256,0.05473912954227352,0.0812286934748781,0.018265264213391256,0.1112522151128631,0.018265264213391256,0.11209317959664104,0.037237342533940135,0.018265264213391256,0.018265264213391256,0.18265264213391255,0.018265264213391256,0.018265264213391256,0.025805410512593146,0.05845254719013429,0.04751421486087726,0.018265264213391256
2020-02-05,0.05643425792267527,0.018265264213391256,0.06820298919869015,0.018265264213391256,0.05473912954227352,0.0812286934748781,0.018265264213391256,0.1112522151128631,0.018265264213391256,0.11209317959664104,0.037237342533940135,0.018265264213391256,0.018265264213391256,0.18265264213391255,0.018265264213391256,0.018265264213391256,0.025805410512593146,0.05845254719013429,0.04751421486087726,0.018265264213391256
2020-02-06,0.05643425792267527,0.018265264213391256,0.06820298919869015,0.018265264213391256,0.05473912954227352,0.0812286934748781,0.018265264213391256,0.1112522151128631,0.018265264213391256,0.11209317959664104,0.037237342533940135,0.018265264213391256,0.018265264213391256,0.18265264213391255,0.018265264213391256,0.018265264213391256,0.025805410512593146,0.05845254719013429,0.04751421486087726,0.018265264213391256
2020-02-07,0.05643425792267527,0.018265264213391256,0.06820298919869015,0.018265264213391256,0.05473912954227352,0.0812286934748781,0.018265264213391256,0.1112522151128631,0.018265264213391256,0.11209317959664104,0.037237342533940135,0.018265264213391256,0.018265264213391256,0.18265264213391255,0.018265264213391256,0.018265264213391256,0.025805410512593146,0.05845254719013429,0.04751421486087726,0.018265264213391256
2020-02-08,0.05643425792267527,0.018265264213391256,0.06820298919869015,0.018265264213391256,0.05473912954227352,0.0812286934748781,0.018265264213391256,0.1112522151128631,0.018265264213391256,0.11209317959664104,0.037237342533940135,0.018265264213391256,0.018265264213391256,0.18265264213391255,0.018265264213391256,0.018265264213391256,0.025805410512593146,0.05845254719013429,0.04751421486087726,0.018265264213391256
2020-02-09,0.05643425792267527,0.018265264213391256,0.06820298919869015,0.018265264213391256,0.05473912954227352,0.0812286934748781,0.018265264213391256,0.1112522151128631,0.018265264213391256,0.11209317959664104,0.037237342533940135,0.018265264213391256,0.018265264213391256,0.18265264213391255,0.018265264213391256,0.018265264213391256,0.025805410512593146,0.05845254719013429,0.04751421486087726,0.018265264213391256
2020-02-10,0.05643425792267527,0.018265264213391256,0.06820298919869015,0.018265264213391256,0.05473912954227352,0.0812286934748781,0.018265264213391256,0.1112522151128631,0.018265264213391256,0.11209317959664104,0.037237342533940135,0.018265264213391256,0.018265264213391256,0.18265264213391255,0.018265264213391256,0.018265264213391256,0.025805410512593146,0.05845254719013429,0.04751421486087726,0.018265264213391256
2020-02-11,0.05643425792267527,0.018265264213391256,0.06820298919869015,0.018265264213391256,0.05473912954227352,0.0812286934748781,0.018265264213391256,0.1112522151128631,0.018265264213391256,0.11209317959664104,0.037237342533940135,0.018265264213391256,0.018265264213391256,0.18265264213391255,0.018265264213391256,0.018265264213391256,0.025805410512593146,0.05845254719013429,0.04751421486087726,0.018265264213391256
2020-02-12,0.05643425792267527,0.018265264213391256,0.06820298919869015,0.018265264213391256,0.05473912954227352,0.0812286934748781,0.018265264213391256,0.1112522151128631,0.018265264213391256,0.11209317959664104,0.037237342533940135,0.018265264213391256,0.018265264213391256,0.18265264213391255,0.018265264213391256,0.018265264213391256,0.025805410512593146,0.05845254719013429,0.04751421486087726,0.018265264213391256
2020-02-13,0.05643425792267527,0.018265264213391256,0.06820298919869015,0.018265264213391256,0.05473912954227352,0.0812286934748781,0.018265264213391256,0.1112522151128631,0.018265264213391256,0.11209317959664104,0.037237342533940135,0.018265264213391256,0.018265264213391256,0.18265264213391255,0.018265264213391256,0.018265264213391256,0.025805410512593146,0.05845254719013429,0.04751421486087726,0.018265264213391256
2020-02-14,0.05643425792267527,0.018265264213391256,0.06820298919869015,0.018265264213391256,0.05473912954227352,0.0812286934748781,0.018265264213391256,0.1112522151128631,0.018265264213391256,0.11209317959664104,0.037237342533940135,0.018265264213391256,0.018265264213391256,0.18265264213391255,0.018265264213391256,0.018265264213391256,0.025805410512593146,0.05845254719013429,0.04751421486087726,0.018265264213391256
2020-02-15,0.05643425792267527,0.018265264213391256,0.06820298919869015,0.018265264213391256,0.05473912954227352,0.0812286934748781,0.018265264213391256,0.1112522151128631,0.018265264213391256,0.11209317959664104,0.037237342533940135,0.018265264213391256,0.018265264213391256,0.18265264213391255,0.018265264213391256,0.018265264213391256,0.025805410512593146,0.05845254719013429,0.04751421486087726,0.018265264213391256
2020-02-16,0.05643425792267527,0.018265264213391256,0.06820298919869015,0.018265264213391256,0.05473912954227352,0.0812286934748781,0.018265264213391256,0.1112522151128631,0.018265264213391256,0.11209317959664104,0.037237342533940135,0.018265264213391256,0.018265264213391256,0.18265264213391255,0.018265264213391256,0.018265264213391256,0.025805410512593146,0.05845254719013429,0.04751421486087726,0.018265264213391256
2020-02-17,0.05643425792267527,0.018265264213391256,0.06820298919869015,0.018265264213391256,0.05473912954227352,0.0812286934748781,0.018265264213391256,0.1112522151128631,0.018265264213391256,0.11209317959664104,0.037237342533940135,0.018265264213391256,0.018265264213391256,0.18265264213391255,0.018265264213391256,0.018265264213391256,0.025805410512593146,0.05845254719013429,0.04751421486087726,0.018265264213391256
2020-02-18,0.05643425792267527,0.018265264213391256,0.06820298919869015,0.018265264213391256,0.05473912954227352,0.0812286934748781,0.018265264213391256,0.1112522151128631,0.018265264213391256,0.11209317959664104,0.037237342533940135,0.018265264213391256,0.018265264213391256,0.18265264213391255,0.018265264213391256,0.018265264213391256,0.025805410512593146,0.05845254719013429,0.04751421486087726,0.018265264213391256
2020-02-19,0.05643425792267527,0.018265264213391256,0.06820298919869015,0.018265264213391256,0.05473912954227352,0.0812286934748781,0.018265264213391256,0.1112522151128631,0.018265264213391256,0.11209317959664104,0.037237342533940135,0.018265264213391256,0.018265264213391256,0.18265264213391255,0.018265264213391256,0.018265264213391256,0.025805410512593146,0.05845254719013429,0.04751421486087726,0.018265264213391256
2020-02-20,0.05643425792267527,0.018265264213391256,0.06820298919869015,0.018265264213391256,0.05473912954227352,0.0812286934748781,0.018265264213391256,0.1112522151128631,0.018265264213391256,0.11209317959664104,0.037237342533940135,0.018265264213391256,0.018265264213391256,0.18265264213391255,0.018265264213391256,0.018265264213391256,0.025805410512593146,0.05845254719013429,0.04751421486087726,0.018265264213391256
2020-02-21,0.05643425792267527,0.018265264213391256,0.06820298919869015,0.018265264213391256,0.05473912954227352,0.0812286934748781,0.018265264213391256,0.1112522151128631,0.018265264213391256,0.11209317959664104,0.037237342533940135,0.018265264213391256,0.018265264213391256,0.18265264213391255,0.018265264213391256,0.018265264213391256,0.025805410512593146,0.05845254719013429,0.04751421486087726,0.018265264213391256
2020-02-22,0.05643425792267527,0.018265264213391256,0.06820298919869015,0.018265264213391256,0.05473912954227352,0.0812286934748781,0.018265264213391256,0.1112522151128631,0.018265264213391256,0.11209317959664104,0.037237342533940135,0.018265264213391256,0.018265264213391256,0.18265264213391255,0.018265264213391256,0.018265264213391256,0.025805410512593146,0.05845254719013429,0.04751421486087726,0.018265264213391256
2020-02-23,0.05643425792267527,0.018265264213391256,0.06820298919869015,0.018265264213391256,0.05473912954227352,0.0812286934748781,0.018265264213391256,0.1112522151128631,0.018265264213391256,0.11209317959664104,0.037237342533940135,0.018265264213391256,0.018265264213391256,0.18265264213391255,0.018265264213391256,0.018265264213391256,0.025805410512593146,0.05845254719013429,0.04751421486087726,0.018265264213391256
2020-02-24,0.05643425792267527,0.018265264213391256,0.06820298919869015,0.018265264213391256,0.05473912954227352,0.0812286934748781,0.018265264213391256,0.1112522151128631,0.018265264213391256,0.11209317959664104,0.037237342533940135,0.018265264213391256,0.018265264213391256,0.18265264213391255,0.018265264213391256,0.018265264213391256,0.025805410512593146,0.05845254719013429,0.04751421486087726,0.018265264213391256
2020-02-25,0.05643425792267527,0.018265264213391256,0.06820298919869015,0.018265264213391256,0.05473912954227352,0.0812286934748781,0.018265264213391256,0.1112522151128631,0.018265264213391256,0.11209317959664104,0.037237342533940135,0.018265264213391256,0.018265264213391256,0.18265264213391255,0.018265264213391256,0.018265264213391256,0.025805410512593146,0.05845254719013429,0.04751421486087726,0.018265264213391256
2020-02-26,0.05643425792267527,0.018265264213391256,0.06820298919869015,0.018265264213391256,0.05473912954227352,0.0812286934748781,0.018265264213391256,0.1112522151128631,0.018265264213391256,0.11209317959664104,0.037237342533940135,0.018265264213391256,0.018265264213391256,0.18265264213391255,0.018265264213391256,0.018265264213391256,0.025805410512593146,0.05845254719013429,0.04751421486087726,0.018265264213391256
2020-02-27,0.05643425792267527,0.018265264213391256,0.06820298919869015,0.018265264213391256,0.05473912954227352,0.0812286934748781,0.018265264213391256,0.1112522151128631,0.018265264213391256,0.11209317959664104,0.037237342533940135,0.018265264213391256,0.018265264213391256,0.18265264213391255,0.018265264213391256,0.018265264213391256,0.025805410512593146,0.05845254719013429,0.04751421486087726,0.018265264213391256
2020-02-28,0.05643425792267527,0.018265264213391256,0.06820298919869015,0.018265264213391256,0.05473912954227352,0.0812286934748781,0.018265264213391256,0.1112522151128631,0.018265264213391256,0.11209317959664104,0.037237342533940135,0.018265264213391256,0.018265264213391256,0.18265264213391255,0.018265264213391256,0.018265264213391256,0.025805410512593146,0.05845254719013429,0.04751421486087726,0.018265264213391256
2020-02-29,0.05643425792267527,0.018265264213391256,0.06820298919869015,0.018265264213391256,0.05473912954227352,0.0812286934748781,0.018265264213391256,0.1112522151128631,0.018265264213391256,0.11209317959664104,0.037237342533940135,0.018265264213391256,0.018265264213391256,0.18265264213391255,0.018265264213391256,0.018265264213391256,0.025805410512593146,0.05845254719013429,0.04751421486087726,0.018265264213391256
2020-03-01,0.05643425792267527,0.018265264213391256,0.06820298919869015,0.018265264213391256,0.05473912954227352,0.0812286934748781,0.018265264213391256,0.1112522151128631,0.018265264213391256,0.11209317959664104,0.037237342533940135,0.018265264213391256,0.018265264213391256,0.18265264213391255,0.018265264213391256,0.018265264213391256,0.025805410512593146,0.05845254719013429,0.04751421486087726,0.018265264213391256
2020-03-02,0.05643425792267527,0.018265264213391256,0.06820298919869015,0.018265264213391256,0.05473912954227352,0.0812286934748781,0.018265264213391256,0.1112522151128631,0.018265264213391256,0.11209317959664104,0.037237342533940135,0.018265264213391256,0.018265264213391256,0.18265264213391255,0.018265264213391256,0.018265264213391256,0.025805410512593146,0.05845254719013429,0.04751421486087726,0.018265264213391256
2020-03-03,0.05643425792267527,0.018265264213391256,0.06820298919869015,0.018265264213391256,0.05473912954227352,0.0812286934748781,0.018265264213391256,0.1112522151128631,0.018265264213391256,0.11209317959664104,0.037237342533940135,0.018265264213391256,0.018265264213391256,0.18265264213391255,0.018265264213391256,0.018265264213391256,0.025805410512593146,0.05845254719013429,0.04751421486087726,0.018265264213391256
2020-03-04,0.05643425792267527,0.018265264213391256,0.06820298919869015,0.018265264213391256,0.05473912954227352,0.0812286934748781,0.018265264213391256,0.1112522151128631,0.018265264213391256,0.11209317959664104,0.037237342533940135,0.018265264213391256,0.018265264213391256,0.18265264213391255,0.018265264213391256,0.018265264213391256,0.025805410512593146,0.05845254719013429,0.04751421486087726,0.018265264213391256
