,returns,abs_returns,squared_returns,rolling_5d_volatility,rolling_5d_realized_vol,rolling_5d_mean_return,rolling_5d_cumulative_return,rolling_5d_skewness,rolling_5d_kurtosis,rolling_5d_momentum,rolling_5d_mean_reversion,rolling_5d_vol_ratio,rolling_5d_max_return,rolling_5d_min_return,rolling_5d_range,rolling_5d_autocorr,rolling_10d_volatility,rolling_10d_realized_vol,rolling_10d_mean_return,rolling_10d_cumulative_return,rolling_10d_skewness,rolling_10d_kurtosis,rolling_10d_momentum,rolling_10d_mean_reversion,rolling_10d_vol_ratio,rolling_10d_max_return,rolling_10d_min_return,rolling_10d_range,rolling_10d_autocorr,rolling_20d_volatility,rolling_20d_realized_vol,rolling_20d_mean_return,rolling_20d_cumulative_return,rolling_20d_skewness,rolling_20d_kurtosis,rolling_20d_momentum,rolling_20d_mean_reversion,rolling_20d_vol_ratio,rolling_20d_max_return,rolling_20d_min_return,rolling_20d_range,rolling_20d_autocorr,rolling_60d_volatility,rolling_60d_realized_vol,rolling_60d_mean_return,rolling_60d_cumulative_return,rolling_60d_skewness,rolling_60d_kurtosis,rolling_60d_momentum,rolling_60d_mean_reversion,rolling_60d_vol_ratio,rolling_60d_max_return,rolling_60d_min_return,rolling_60d_range,rolling_60d_autocorr,vol_short_long_ratio,return_short_long_ratio,fear_index,volatility_spike,extreme_return,regime,regime_code
2015-01-01,-0.0008113369657741553,0.0008113369657741553,6.582676720316128e-07,0.01514786247611118,0.031209308157742366,0.003352311599604539,0.01641160159914712,0.2846577750028711,-1.39206114471531,0.016761557998022696,0.004752719990829967,0.7226158635025224,0.023116082112203475,-0.014769912444749282,0.037885994556952754,-0.802459088844533,0.01336969244290048,0.04418465449995007,0.005861276389321752,0.0593420063238006,0.2576397770397821,-0.8980893574787032,0.05861276389321752,-0.005321749243598405,1.073369659915934,0.02694061466987008,-0.014769912444749282,0.04171052711461937,-0.6363380565673106,0.01514404774687349,0.06781536887680863,0.003474354579382541,0.06950963411959776,-0.11016942906966413,-0.4777963261623129,0.06948709158765082,-0.00032854235954476844,0.9361737298659273,0.027455157894205922,-0.028479152530230402,0.05593431042443632,-0.2583223898930759,0.013077505518713804,0.10101394491479211,0.001375797843200099,0.08051863254680791,-0.40664270974123745,0.6883164920896757,0.08254787059200594,0.0020719768004826447,1.0890736583337588,0.027455157894205922,-0.0328292779382993,0.06028443583250523,-0.2139427615753229,0.3478998982089928,0.03303184695451368,116.58683555867466,0,0,Recovery,6
2015-01-02,-0.004828375865527158,0.004828375865527158,2.331321349880513e-05,0.01514786247611118,0.031209308157742366,0.003352311599604539,0.01641160159914712,0.2846577750028711,-1.39206114471531,0.016761557998022696,0.004752719990829967,0.7226158635025224,0.023116082112203475,-0.014769912444749282,0.037885994556952754,-0.802459088844533,0.01336969244290048,0.04418465449995007,0.005861276389321752,0.0593420063238006,0.2576397770397821,-0.8980893574787032,0.05861276389321752,-0.005321749243598405,1.073369659915934,0.02694061466987008,-0.014769912444749282,0.04171052711461937,-0.6363380565673106,0.01514404774687349,0.06781536887680863,0.003474354579382541,0.06950963411959776,-0.11016942906966413,-0.4777963261623129,0.06948709158765082,-0.00032854235954476844,0.9361737298659273,0.027455157894205922,-0.028479152530230402,0.05593431042443632,-0.2583223898930759,0.013077505518713804,0.10101394491479211,0.001375797843200099,0.08051863254680791,-0.40664270974123745,0.6883164920896757,0.08254787059200594,0.0020719768004826447,1.0890736583337588,0.027455157894205922,-0.0328292779382993,0.06028443583250523,-0.2139427615753229,0.3478998982089928,0.03303184695451368,116.58683555867466,0,0,Recovery,6
2015-01-03,0.023116082112203475,0.023116082112203475,0.0005343532522181335,0.01514786247611118,0.031209308157742366,0.003352311599604539,0.01641160159914712,0.2846577750028711,-1.39206114471531,0.016761557998022696,0.004752719990829967,0.7226158635025224,0.023116082112203475,-0.014769912444749282,0.037885994556952754,-0.802459088844533,0.01336969244290048,0.04418465449995007,0.005861276389321752,0.0593420063238006,0.2576397770397821,-0.8980893574787032,0.05861276389321752,-0.005321749243598405,1.073369659915934,0.02694061466987008,-0.014769912444749282,0.04171052711461937,-0.6363380565673106,0.01514404774687349,0.06781536887680863,0.003474354579382541,0.06950963411959776,-0.11016942906966413,-0.4777963261623129,0.06948709158765082,-0.00032854235954476844,0.9361737298659273,0.027455157894205922,-0.028479152530230402,0.05593431042443632,-0.2583223898930759,0.013077505518713804,0.10101394491479211,0.001375797843200099,0.08051863254680791,-0.40664270974123745,0.6883164920896757,0.08254787059200594,0.0020719768004826447,1.0890736583337588,0.027455157894205922,-0.0328292779382993,0.06028443583250523,-0.2139427615753229,0.3478998982089928,0.03303184695451368,116.58683555867466,0,0,Recovery,6
2015-01-04,-0.014769912444749282,0.014769912444749282,0.00021815031362555973,0.01514786247611118,0.031209308157742366,0.003352311599604539,0.01641160159914712,0.2846577750028711,-1.39206114471531,0.016761557998022696,0.004752719990829967,0.7226158635025224,0.023116082112203475,-0.014769912444749282,0.037885994556952754,-0.802459088844533,0.01336969244290048,0.04418465449995007,0.005861276389321752,0.0593420063238006,0.2576397770397821,-0.8980893574787032,0.05861276389321752,-0.005321749243598405,1.073369659915934,0.02694061466987008,-0.014769912444749282,0.04171052711461937,-0.6363380565673106,0.01514404774687349,0.06781536887680863,0.003474354579382541,0.06950963411959776,-0.11016942906966413,-0.4777963261623129,0.06948709158765082,-0.00032854235954476844,0.9361737298659273,0.027455157894205922,-0.028479152530230402,0.05593431042443632,-0.2583223898930759,0.013077505518713804,0.10101394491479211,0.001375797843200099,0.08051863254680791,-0.40664270974123745,0.6883164920896757,0.08254787059200594,0.0020719768004826447,1.0890736583337588,0.027455157894205922,-0.0328292779382993,0.06028443583250523,-0.2139427615753229,0.3478998982089928,0.03303184695451368,116.58683555867466,0,0,Recovery,6
2015-01-05,0.014055101161869818,0.014055101161869818,0.0001975458686703943,0.01514786247611118,0.031209308157742366,0.003352311599604539,0.01641160159914712,0.2846577750028711,-1.39206114471531,0.016761557998022696,0.004752719990829967,0.7226158635025224,0.023116082112203475,-0.014769912444749282,0.037885994556952754,-0.802459088844533,0.01336969244290048,0.04418465449995007,0.005861276389321752,0.0593420063238006,0.2576397770397821,-0.8980893574787032,0.05861276389321752,-0.005321749243598405,1.073369659915934,0.02694061466987008,-0.014769912444749282,0.04171052711461937,-0.6363380565673106,0.01514404774687349,0.06781536887680863,0.003474354579382541,0.06950963411959776,-0.11016942906966413,-0.4777963261623129,0.06948709158765082,-0.00032854235954476844,0.9361737298659273,0.027455157894205922,-0.028479152530230402,0.05593431042443632,-0.2583223898930759,0.013077505518713804,0.10101394491479211,0.001375797843200099,0.08051863254680791,-0.40664270974123745,0.6883164920896757,0.08254787059200594,0.0020719768004826447,1.0890736583337588,0.027455157894205922,-0.0328292779382993,0.06028443583250523,-0.2139427615753229,0.3478998982089928,0.03303184695451368,116.58683555867466,0,0,Recovery,6
2015-01-06,0.0033063477066591143,0.0033063477066591143,1.0931935157329985e-05,0.014975864150958574,0.03137346941557823,0.004175848534091193,0.020600262487350696,0.02823195440150352,-1.2000974783024638,0.020879242670455968,0.004752719990829967,0.7226158635025224,0.023116082112203475,-0.014769912444749282,0.037885994556952754,-0.8610090921947918,0.01336969244290048,0.04418465449995007,0.005861276389321752,0.0593420063238006,0.2576397770397821,-0.8980893574787032,0.05861276389321752,-0.005321749243598405,1.073369659915934,0.02694061466987008,-0.014769912444749282,0.04171052711461937,-0.6363380565673106,0.01514404774687349,0.06781536887680863,0.003474354579382541,0.06950963411959776,-0.11016942906966413,-0.4777963261623129,0.06948709158765082,-0.00032854235954476844,0.9361737298659273,0.027455157894205922,-0.028479152530230402,0.05593431042443632,-0.2583223898930759,0.013077505518713804,0.10101394491479211,0.001375797843200099,0.08051863254680791,-0.40664270974123745,0.6883164920896757,0.08254787059200594,0.0020719768004826447,1.0890736583337588,0.027455157894205922,-0.0328292779382993,0.06028443583250523,-0.2139427615753229,0.3478998982089928,0.03303184695451368,116.58683555867466,0,0,Recovery,6
2015-01-07,0.02694061466987008,0.02694061466987008,0.000725796718790419,0.016825655979205205,0.04107040404551478,0.010529646641170641,0.053181014684324346,-0.8845920778621158,-0.04286884220728027,0.052648233205853205,0.004752719990829967,0.7226158635025224,0.02694061466987008,-0.014769912444749282,0.04171052711461937,-0.699610560190904,0.01336969244290048,0.04418465449995007,0.005861276389321752,0.0593420063238006,0.2576397770397821,-0.8980893574787032,0.05861276389321752,-0.005321749243598405,1.073369659915934,0.02694061466987008,-0.014769912444749282,0.04171052711461937,-0.6363380565673106,0.01514404774687349,0.06781536887680863,0.003474354579382541,0.06950963411959776,-0.11016942906966413,-0.4777963261623129,0.06948709158765082,-0.00032854235954476844,0.9361737298659273,0.027455157894205922,-0.028479152530230402,0.05593431042443632,-0.2583223898930759,0.013077505518713804,0.10101394491479211,0.001375797843200099,0.08051863254680791,-0.40664270974123745,0.6883164920896757,0.08254787059200594,0.0020719768004826447,1.0890736583337588,0.027455157894205922,-0.0328292779382993,0.06028443583250523,-0.2139427615753229,0.3478998982089928,0.03303184695451368,116.58683555867466,0,0,Recovery,6
2015-01-08,0.0004106118728913711,0.0004106118728913711,1.6860211015935953e-07,0.015598714911329789,0.0339498665439772,0.0059885525933082205,0.02980832941076672,0.06418284654207167,0.10013020265961121,0.029942762966541102,0.004752719990829967,0.7226158635025224,0.02694061466987008,-0.014769912444749282,0.04171052711461937,-0.613706134234553,0.01336969244290048,0.04418465449995007,0.005861276389321752,0.0593420063238006,0.2576397770397821,-0.8980893574787032,0.05861276389321752,-0.005321749243598405,1.073369659915934,0.02694061466987008,-0.014769912444749282,0.04171052711461937,-0.6363380565673106,0.01514404774687349,0.06781536887680863,0.003474354579382541,0.06950963411959776,-0.11016942906966413,-0.4777963261623129,0.06948709158765082,-0.00032854235954476844,0.9361737298659273,0.027455157894205922,-0.028479152530230402,0.05593431042443632,-0.2583223898930759,0.013077505518713804,0.10101394491479211,0.001375797843200099,0.08051863254680791,-0.40664270974123745,0.6883164920896757,0.08254787059200594,0.0020719768004826447,1.0890736583337588,0.027455157894205922,-0.0328292779382993,0.06028443583250523,-0.2139427615753229,0.3478998982089928,0.03303184695451368,116.58683555867466,0,0,Recovery,6
2015-01-09,0.015049773741615154,0.015049773741615154,0.00022649568967380898,0.010566796447497553,0.03407255221438676,0.011952489830581108,0.06097725289678557,0.43158388122023605,-0.589520734268041,0.05976244915290554,0.004752719990829967,0.7226158635025224,0.02694061466987008,0.0004106118728913711,0.02653000279697871,-0.817928710469207,0.01336969244290048,0.04418465449995007,0.005861276389321752,0.0593420063238006,0.2576397770397821,-0.8980893574787032,0.05861276389321752,-0.005321749243598405,1.073369659915934,0.02694061466987008,-0.014769912444749282,0.04171052711461937,-0.6363380565673106,0.01514404774687349,0.06781536887680863,0.003474354579382541,0.06950963411959776,-0.11016942906966413,-0.4777963261623129,0.06948709158765082,-0.00032854235954476844,0.9361737298659273,0.027455157894205922,-0.028479152530230402,0.05593431042443632,-0.2583223898930759,0.013077505518713804,0.10101394491479211,0.001375797843200099,0.08051863254680791,-0.40664270974123745,0.6883164920896757,0.08254787059200594,0.0020719768004826447,1.0890736583337588,0.027455157894205922,-0.0328292779382993,0.06028443583250523,-0.2139427615753229,0.3478998982089928,0.03303184695451368,116.58683555867466,0,0,Recovery,6
2015-01-10,-0.0038561420958409002,0.0038561420958409002,1.486983186331625e-05,0.012529545987571094,0.03127719261051148,0.008370241179038965,0.04223722422797005,0.8982290432856656,-0.4969050707630404,0.041851205895194823,0.00016688542340093822,0.888663424244727,0.02694061466987008,-0.0038561420958409002,0.030796756765710982,-0.764907061474574,0.01336969244290048,0.04418465449995007,0.005861276389321752,0.0593420063238006,0.2576397770397821,-0.8980893574787032,0.05861276389321752,-0.005321749243598405,1.073369659915934,0.02694061466987008,-0.014769912444749282,0.04171052711461937,-0.6363380565673106,0.01514404774687349,0.06781536887680863,0.003474354579382541,0.06950963411959776,-0.11016942906966413,-0.4777963261623129,0.06948709158765082,-0.00032854235954476844,0.9361737298659273,0.027455157894205922,-0.028479152530230402,0.05593431042443632,-0.2583223898930759,0.013077505518713804,0.10101394491479211,0.001375797843200099,0.08051863254680791,-0.40664270974123745,0.6883164920896757,0.08254787059200594,0.0020719768004826447,1.0890736583337588,0.027455157894205922,-0.0328292779382993,0.06028443583250523,-0.2139427615753229,0.3478998982089928,0.03303184695451368,116.58683555867466,0,0,Recovery,6
